100,-3.14E-06,2.334345
200,-0.100005,2.255364
300,-0.1000064,3.388093
400,0.2249917,5.113932
500,0.2499905,4.048047
600,-0.1500113,4.077277
700,-0.05001219,3.569901
800,-0.3000132,4.116939
900,-0.200014,3.80121
1000,-0.1500146,3.659121
1100,0.3749841,4.617334
1200,-1.68E-05,5.155495
1300,-0.3250173,5.717715
1400,-0.250018,6.095624
1500,-0.02501837,6.598657
1600,-0.425019,8.679988
1700,0.3249821,8.054175
1800,0.1749821,6.989082
1900,0.17498,7.087999
2000,0.19998,4.938284
2100,0.1499759,7.369807
2200,-0.1750253,7.770274
2300,0.2749715,9.709895
2400,0.1999708,10.65042
2500,0.0249702,10.1448
2600,0.0999699,8.82179
2700,-0.1000314,8.766213
2800,-0.05003402,10.18719
2900,-0.3000342,12.25862
3000,0.6166421,13.35247
3100,-0.2333578,12.74183
3200,0.09164109,13.55347
3300,-0.3083602,14.51972
3400,-0.2583595,14.0291
3500,-0.1083595,16.23454
3600,-0.1833546,18.83255
3700,0.2666463,18.77198
3800,-0.4833463,20.50549
3900,-0.5333479,20.47851
4000,-0.4083417,22.73513
4100,-0.1333361,23.01542
4200,0.1916726,24.30778
4300,-0.683332,23.4481
4400,-0.2583323,23.61895
4500,0.0166715,24.11054
4600,0.1916569,21.44223
4700,0.14166,23.04492
4800,0.191665,24.53497
4900,-0.1583293,25.55463
5000,-0.4833301,25.16971
5100,0.09166447,24.10229
5200,0.04166969,25.02194
5300,-0.433328,26.17643
5400,-0.1333135,28.48924
5500,-0.4333105,29.28839
5600,0.2166878,28.42179
5700,-0.3833221,26.50253
5800,-0.3833288,26.20178
5900,-0.2333272,27.01645
6000,2.358344,26.98242
6100,-0.1416581,26.63085
6200,-0.1416534,27.75509
6300,-0.1916558,27.65508
6400,0.03334935,28.52355
6500,-0.2416534,28.87306
6600,-0.6916421,30.29819
6700,-0.04165268,28.70167
6800,0.3833437,28.23521
6900,-0.2166494,29.51305
7000,-0.1666438,29.59269
7100,0.03335381,28.96253
7200,-0.8416583,26.47501
7300,-0.3666604,26.88003
7400,-0.4666649,26.03574
7500,-0.1916545,28.82371
7600,-0.01665799,28.57217
7700,-0.716657,31.12955
7800,-0.441652,32.19529
7900,-0.2916492,31.40444
8000,-0.5166658,31.67085
8100,-0.2166735,30.3978
8200,0.2333345,30.45425
8300,-0.2666667,32.28
8400,0.4333331,33.09531
8500,-0.4666777,33.27644
8600,-0.3916766,32.14855
8700,-0.04168002,33.92045
8800,-0.1166814,34.83665
8900,-0.2666845,34.48394
9000,-2.058345,34.61282
9100,-0.008339882,33.96206
9200,0.1916621,33.91986
9300,0.2666639,33.33565
9400,-0.3083391,31.75058
9500,0.1416512,33.01665
9600,0.4666551,33.10359
9700,0.2166592,33.29345
9800,0.0666453,32.66731
9900,0.06664658,31.80709
10000,-0.158356,31.34301
10100,-0.208361,29.53116
10200,-0.2083616,30.08047
10300,-0.3583682,29.82724
10400,-0.08336226,28.76106
10500,-0.4833644,29.05124
10600,-0.3083553,28.54455
10700,-0.2833478,27.53443
10800,-0.03335158,26.48635
10900,0.2166414,24.16673
11000,-0.08335209,24.99722
11100,-0.4333499,25.17937
11200,-0.558348,24.52663
11300,-0.08335813,23.39116
11400,-0.383366,22.20306
11500,0.1416368,23.08969
11600,-0.008363406,23.90651
11700,-0.08336099,25.79745
11800,0.06664404,27.11528
11900,0.4166521,28.07872
12000,0.8833205,28.14549
12100,-0.3166765,30.03348
12200,-0.3166771,28.74399
12300,-0.1916809,29.74235
12400,-0.2666912,29.69523
12500,0.3083076,29.20255
12600,-0.06670189,31.76359
12700,0.433307,34.66593
12800,-0.1666946,34.4306
12900,0.05830956,34.88763
13000,-0.4666888,34.73605
13100,-0.2416751,35.42262
13200,-0.01666641,35.31533
13300,-0.1666705,36.1739
13400,0.2083238,34.0178
13500,-0.06667963,34.36919
13600,-0.1416791,33.89305
13700,-0.01667213,37.53322
13800,-0.4166711,37.55768
13900,-0.1916669,37.40092
14000,-0.2166659,37.98277
14100,-0.01667277,39.32971
14200,-0.09166336,38.15175
14300,0.008324941,38.75687
14400,0.05832927,35.75061
14500,-0.2666728,35.20724
14600,0.7833245,36.03025
14700,-0.6416785,36.3046
14800,-0.1166719,37.45119
14900,0.2583294,38.79177
15000,3.208337,38.96222
15100,-0.3416837,39.05639
15200,0.2083181,39.47161
15300,0.533315,41.20715
15400,-0.0416832,40.91519
15500,0.3833129,41.01492
15600,-0.3417002,41.93136
15700,0.108298,42.67601
15800,0.5833054,44.07188
15900,-0.2167142,43.03438
16000,0.108277,43.49664
16100,-0.591718,42.163
16200,-0.3167133,40.69378
16300,-0.8417142,41.30137
16400,0.1082916,39.96847
16500,-0.1167138,41.11014
16600,-0.2917175,42.8475
16700,-0.01672109,43.91565
16800,-0.491731,42.868
16900,0.05826569,43.34032
17000,0.08326212,43.34716
17100,0.008266449,42.87693
17200,0.2332662,42.94573
17300,0.05827205,42.69676
17400,-0.5417188,42.16616
17500,-0.3417168,42.33243
17600,-0.3917173,41.54461
17700,-0.3667151,42.73571
17800,-0.4667117,43.73619
17900,0.3082968,42.45311
18000,-0.6500403,42.67127
18100,-0.02503141,41.20253
18200,-0.1500308,41.7622
18300,-0.3750362,43.7759
18400,-0.07503573,42.01866
18500,-0.1250375,42.05862
18600,-0.1000423,41.76451
18700,0.09994888,45.04998
18800,-0.02505684,43.26394
18900,-0.2500591,43.54688
19000,-0.1750552,43.70491
19100,-0.2250627,42.39449
19200,-0.4750513,42.72102
19300,-5.02E-05,41.63666
19400,0.4249643,39.87471
19500,-0.4250444,41.07069
19600,0.4499556,41.96352
19700,0.07495753,41.87088
19800,-0.02504349,42.09035
19900,-0.2250417,42.13924
20000,-0.7500483,39.90448
20100,0.4499499,39.33043
20200,0.3249486,36.21579
20300,-0.2250417,34.36822
20400,0.1249574,33.12206
20500,0.2999471,33.2195
20600,-0.5250607,30.80888
20700,-0.2500604,30.59805
20800,-0.4500637,29.5984
20900,0.04992994,30.67538
21000,-1.766734,27.34859
21100,0.1082652,28.43511
21200,-0.1167266,29.18736
21300,-0.2417297,29.33741
21400,-0.166722,29.22744
21500,0.2082742,27.68304
21600,-0.3167229,27.25458
21700,-0.2417202,26.04525
21800,0.08327675,24.79447
21900,0.1082713,25.24485
22000,-0.0667216,25.9895
22100,-1.041728,27.36823
22200,-0.4417191,27.41529
22300,-0.04172071,28.3334
22400,-0.2417221,28.32552
22500,0.1582724,25.95813
22600,-0.4167283,25.84699
22700,0.08327866,25.56767
22800,-0.3417282,24.97357
22900,-0.1417249,24.51196
23000,-0.1167307,24.36286
23100,-0.1667372,25.36948
23200,-0.2167358,26.93505
23300,-0.1167316,27.02884
23400,-0.1917394,27.32649
23500,0.1582629,27.15646
23600,-0.4667409,26.2506
23700,-0.7167428,26.49086
23800,-0.1417408,26.54634
23900,0.1582623,25.93204
24000,0.2499301,26.51738
24100,-0.07506879,25.98099
24200,0.07492384,26.01085
24300,0.07491938,25.75785
